Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month
2012-10-29 16:00:00,2012-10-29 16:00:00,2012-11-07 23:48:00,2012-11-07 23:48:00,Eastern Pennsylvania,RFC,Severe Weather - Hurricane Sandy,0,270000,2012,,,
2012-10-29 16:00:00,2012-10-29 16:00:00,2012-11-08 17:08:00,2012-11-08 17:08:00,Maryland; West Virginia,RFC,Severe Weather - Hurricane Sandy,Unknown,150000,2012,,,
2012-10-29 16:00:00,2012-10-29 16:00:00,2012-11-05 23:59:00,2012-11-05 23:59:00,Greater Cleveland Ohio,RFC,Severe Weather - Hurricane Sandy,0,346000,2012,,,
2012-10-29 16:01:00,2012-10-29 16:01:00,2012-11-08 00:00:00,2012-10-29 19:00:00,"Greater New York City, New York",NPCC,Severe Weather - Hurricane Sandy,0,818000,2012,,,
2012-10-29 16:03:00,2012-10-29 16:03:00,2012-11-06 00:00:00,12:00:00,New Jersey,NPCC,Severe Weather - Hurricane Sandy,Unknown,50000,2012,,,
2012-10-29 16:45:00,2012-10-29 16:45:00,2012-10-31 11:00:00,2012-10-31 11:00:00,New Hampshire,NPCC,Severe Weather - Hurricane Sandy,,50000,2012,,,
2012-10-29 17:13:00,2012-10-29 17:13:00,2012-10-31 00:00:00,11:00:00,Greater Baltimore Maryland,RFC,Severe Weather - Hurricane Sandy,0,219000,2012,,,
2012-10-29 17:30:00,2012-10-29 17:30:00,2012-11-06 00:00:00,2012-11-06 00:00:00,Greater Philadelphia Pennsylvania,RFC,Severe Weather - Hurricane Sandy,Unknown,850000,2012,,,
2012-10-29 18:11:00,2012-10-29 18:11:00,2012-11-04 00:00:00,2012-10-29 22:50:00,Central Pennsylvania,RFC,Severe Weather - Hurricane Sandy,Unknown,400000,2012,,,
2012-10-29 18:12:00,2012-10-29 18:12:00,2012-10-30 19:35:00,2012-10-30 19:35:00,Virginia,RFC,Severe Weather - Hurricane Sandy,520,156000,2012,,,
2012-10-29 18:46:00,2012-10-29 18:46:00,2012-11-03 00:00:00,2012-10-29 10:45:00,Southeast New York; New Jersey,NPCC; RFC,Severe Weather - Hurricane Sandy,Unknown,200000,2012,,,
2012-10-29 18:48:00,2012-10-29 18:48:00,2012-11-04 00:00:00,2012-10-29 11:36:00,New York,NP,Severe Weather - Hurricane Sandy,Unknown,371000,2012,,,
2012-10-29 19:00:00,2012-10-29 19:00:00,2012-11-02 00:00:00,2012-10-29 05:00:00,Indiana; Kentucky; Michigan; Ohio,RFC; SERC,Severe Weather - Nor'easter,Unknown,173273,2012,,,
2012-10-29 19:15:00,2012-10-29 19:15:00,2012-10-30 15:02:00,2012-10-30 15:02:00,Southeast and Seacoast Maine,NPCC,Severe Weather - Hurricane Sandy,Unknown,50000,2012,,,
2012-10-30 00:00:00,2012-10-30 00:00:00,2012-10-30 00:02:00,2012-10-30 00:02:00,"Hyattsville, Maryland",RFC,Physical Attack; Vandalism,0,0,2012,,,
2012-10-30 02:00:00,2012-10-30 02:00:00,2012-11-01 22:00:00,2012-11-01 22:00:00,Greater Detroit Michigan,RFC,Severe Weather - Nor'easter,Unknown,133777,2012,,,
2012-10-30 13:20:00,2012-10-30 13:20:00,2012-10-30 13:25:00,2012-10-30 13:25:00,"Fitzwilliam, New Hampshire",NPCC,Vandalism   ,0,0,2012,,,
2012-10-30 15:00:00,2012-10-30 15:00:00,2012-10-30 15:01:00,2012-10-30 15:01:00,"Pueblo, Colorado",WECC,Physical Attack; Vandalism,Unknown,Unknown,2012,,,
November,,,,,,,,,2012,,,
2012-11-02 00:00:00,09:30:00,2012-11-02 00:00:00,12:10:00,"Concord, Vermont",NPCC,Physical Attack; Vandalism,0,0,2012,,,
2012-11-07 00:00:00,14:21:00,2012-11-07 00:00:00,14:48:00,New Hampshire,NPCC,Physical Attack; Vandalism,0,0,2012,,,
2012-11-08 00:00:00,09:34:00,2012-11-08 00:00:00,09:35:00,"Bishopville, Maryland",RFC,Physical Attack; Vandalism,0,0,2012,,,
2012-11-15 00:00:00,05:38:00,2012-11-15 00:00:00,05:39:00,Southeast Massachusetts,NPCC,Physical Attack; Vandalism,0,0,2012,,,
Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,2012,,,
November Continued,,,,,,,,,2012,,,
2012-11-15 00:00:00,21:09:00,2012-11-15 00:00:00,21:26:00,Iowa; Michigan,MRO,Suspected Cyber Attack,Unknown,Unknown,2012,,,
2012-11-17 00:00:00,10:00:00,2012-11-18 00:00:00,10:00:00,"Comanche Peak, Texas",TRE,Fuel Supply Deficiency,1231,0,2012,,,
2012-11-21 00:00:00,14:50:00,2012-11-21 00:00:00,14:51:00,"Bethany Beach, Delaware",RFC,Physical Attack; Vandalism,,,2012,,,
2012-11-26 00:00:00,12:37:00,2012-11-26 00:00:00,12:38:00,"Frankfort, Delaware",RFC,Physical Attack; Vandalism,0,0,2012,,,
2012-11-26 00:00:00,15:07:00,2012-11-26 00:00:00,15:08:00,"Georgetown, Delaware",RFC,Physical Attack; Vandalism,,,2012,,,
2012-11-27 00:00:00,13:07:00,2012-11-27 00:00:00,13:40:00,New Hampshire,NPCC,Physical Attack; Vandalism,0,0,2012,,,
December,,,,,,,,,2012,,,
2012-12-02 00:00:00,05:20:00,2012-12-04 00:00:00,09:00:00,Northern California,WECC,Severe Weather - Winter Storm,250,125000,2012,,,
2012-12-03 00:00:00,12:02:00,2012-12-03 00:00:00,12:30:00,"Tacoma, Washington",WECC,Suspected Physical Attack,0,0,2012,,,
2012-12-06 00:00:00,21:18:00,2012-12-06 00:00:00,21:31:00,"Greater San Jose, California",WECC,Load Shed,390,Unknown,2012,,,
2012-12-17 00:00:00,06:55:00,2012-12-17 00:00:00,07:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,0,0,2012,,,
2012-12-25 00:00:00,00:45:00,2012-12-28 00:00:00,16:15:00,Arkansas; Louisiana; Mississippi; Texas ,SPP,Severe Weather - Winter Storm,Unknown,242509,2012,,,
2012-12-25 00:00:00,09:28:00,2012-12-26 00:00:00,16:28:00,"Houston, Texas",TRE,"Severe Weather - Cold Front, High Winds",294,262000,2012,,,
2012-12-26 00:00:00,14:50:00,2012-12-26 00:00:00,19:40:00,"Stantonsburg, North Carolina",SERC,Severe Weather - Thunderstorm,3,1200,2012,,,
2012-12-31 00:00:00,14:21:00,2012-12-31 00:00:00,16:30:00,North Carolina,SERC,Transmission Interruption,40,12000,2012,,,
"1 Source: Submissions of all Electric Emergency Incident and Disturbance Reports (OE-417), http://www.oe.netl.doe.gov/oe417.aspx",,,,,,,,,2012,,,
January  ,,,,,,,,,2013,,,
2013-01-07 00:00:00,10:43:00,2013-01-07 00:00:00,10:43:00,"Denton, Maryland",RFC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,
2013-01-16 00:00:00,14:25:00,2013-01-16 00:00:00,14:25:00,"Denton, Maryland",RFC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,
2013-01-16 00:00:00,16:45:00,2013-01-16 00:00:00,19:26:00,"San Juan County, New Mexico",WECC,Suspected Physical Attack,0,0,2013,,,
2013-01-16 00:00:00,07:41:00,2013-01-17 00:00:00,10:58:00,"Webster County, Iowa",MRO,Physical Attack,,,2013,,,
2013-01-17 00:00:00,18:07:00,2013-01-20 00:00:00,19:30:00,"Southwest Virginia, Southern West Virginia",RFC,Severe Weather - Winter Storm,Unknown,127000,2013,,,
2013-01-17 00:00:00,19:02:00,2013-01-19 00:00:00,18:00:00,Northeast Tennessee,SERC,Severe Weather - Winter Storm,Unknown,80000,2013,,,
2013-01-17 00:00:00,20:35:00,2013-01-17 00:00:00,21:20:00,"Elizabeth City, North Carolina",SERC,Distribution Interruption,40,12000,2013,,,
2013-01-20 00:00:00,03:30:00,2013-01-23 00:00:00,06:15:00,Southeastern Michigan,RFC,Severe Weather - Wind Storm,Unknown,146500,2013,,,
2013-01-28 00:00:00,16:46:00,2013-01-28 00:00:00,18:00:00,"Tacoma Narrows Crossing, Washington",WECC,Physical Attack,Unknown,Unknown,2013,,,
2013-01-31 00:00:00,03:05:00,2013-01-31 00:00:00,04:48:00,Central and Eastern Virginia,SERC,Severe Weather - Wind Storm,188,119000,2013,,,
2013-01-31 00:00:00,06:30:00,2013-01-31 00:00:00,10:00:00,Connecticut,NPCC,Severe Weather - Wind Storm,75,75000,2013,,,
February  ,,,,,,,,,2013,,,
2013-02-02 00:00:00,21:15:00,2013-02-02 00:00:00,22:15:00,"El Paso, New Mexico",WECC,Vandalism,,,2013,,,
2013-02-07 00:00:00,08:32:00,2013-02-07 00:00:00,09:47:00,"Cincinnati, Ohio",RFC,Vandalism,Unknown,0,2013,,,
2013-02-08 00:00:00,11:38:00,2013-02-08 00:00:00,14:17:00,District of Columbia; Prince George's County Maryland,RFC,Equipment Trip & Failure,140,52000,2013,,,
2013-02-08 00:00:00,20:00:00,2013-02-11 00:00:00,20:30:00,Central and eastern Massachusetts; Rhode Island,NPCC,Severe Weather - Winter Storm Nemo,,50000,2013,,,
2013-02-08 00:00:00,20:55:00,2013-02-12 00:00:00,04:00:00,Boston area and Southeast Massachusetts,NPCC,Severe Weather - Winter Storm Nemo,Unknown,50000,2013,,,
2013-02-09 00:00:00,08:30:00,2013-02-09 00:00:00,15:00:00,"El Paso, New Mexico",WECC,Vandalism; Equipment Fault,Unknown,Unknown,2013,,,
2013-02-10 00:00:00,19:46:00,2013-02-10 00:00:00,20:15:00,Puerto Rico,,Generator Trip; Voltage Reduction,350,Unknown,2013,,,
2013-02-13 00:00:00,09:30:00,2013-02-13 00:00:00,09:30:00,"Fort Washington, Maryland",RFC,Vandalism,1,1,2013,,,
2013-02-13 00:00:00,17:39:00,2013-02-15 00:00:00,17:50:00,Eastern Massachusetts,NPCC,Fuel Supply Emergency - Petroleum,1,1,2013,,,
2013-02-15 00:00:00,00:00:00,2013-02-15 00:00:00,00:01:00,"Tuxedo, Maryland",RFC,Vandalism,,,2013,,,
2013-02-16 00:00:00,07:54:00,2013-02-16 00:00:00,07:54:00,Prince George's County Maryland,RFC,Vandalism,1,1,2013,,,
2013-02-19 00:00:00,16:01:00,2013-02-20 00:00:00,12:55:00,"Stockton, California",WECC,Electrical System Separation (Islanding),13850,6810,2013,,,
2013-02-21 00:00:00,11:00:00,2013-02-21 00:00:00,11:30:00,"Las Cruces, New Mexico",WECC,Vandalism,Unknown,Unknown,2013,,,
2013-02-26 00:00:00,13:00:00,2013-03-01 00:00:00,10:00:00,Northern Missouri,SERC,Severe Weather - Winter Storm Nemo,Unknown,56444,2013,,,
March,,,,,,,,,2013,,,
2013-03-03 00:00:00,06:39:00,2013-03-03 00:00:00,10:29:00,"Merced County, California",WECC,Transmission System Interruption,300,58850,2013,,,
2013-03-03 00:00:00,16:27:00,2013-03-03 00:00:00,18:20:00,"Tacoma Park, Maryland",RFC,Vandalism,Unknown,Unknown,2013,,,
2013-03-04 00:00:00,09:49:00,2013-03-04 00:00:00,22:00:00,Metropolitan area Puerto Rico,,Equipment Failure; Transmission System Interruption,Unknown,Unknown,2013,,,
2013-03-06 00:00:00,08:22:00,2013-03-07 00:00:00,10:27:00,Northwest Virginia,SERC,Severe Weather - Winter Storm,400,233000,2013,,,
2013-03-18 00:00:00,05:21:00,2013-03-18 00:00:00,05:41:00,Systemwide Puerto Rico,,Generator Trip; Load Shed,350,262937,2013,,,
2013-03-18 00:00:00,17:50:00,2013-03-18 00:00:00,18:07:00,Northeast Florida,FRCC,Suspected Physical Attack,0,0,2013,,,
2013-03-18 00:00:00,19:30:00,2013-03-20 00:00:00,14:30:00,North/Central Alabama; Georgia,SERC,Severe Weather - Thunderstorms,800,240000,2013,,,
2013-03-23 00:00:00,07:00:00,2013-03-23 00:00:00,09:00:00,Connecticut,NPCC,Vandalism,Unknown,Unknown,2013,,,
2013-03-27 00:00:00,10:25:00,2013-03-27 00:00:00,12:19:00,Western Massachusetts,NPCC,Physical Attack; Vandalism,Unknown,Unknown,2013,,,
2013-03-28 00:00:00,13:01:00,2013-03-28 00:00:00,13:02:00,"Wilmington, Delaware",RFC,Vandalism,Unknown,Unknown,2013,,,
2013-03-29 00:00:00,10:16:00,2013-03-29 00:00:00,10:17:00,Maryland,RFC,Suspected Physical Attack,Unknown,Unknown,2013,,,
April,,,,,,,,,2013,,,
2013-04-01 00:00:00,08:40:00,2013-04-01 00:00:00,08:41:00,Connecticut,NPCC,Vandalism - Copper Wire Theft,Unknown,Unknown,2013,,,
2013-04-03 00:00:00,11:05:00,2013-04-03 00:00:00,14:00:00,"Colorado Springs, Colorado",WECC,Sabotage; Vandalism,0,0,2013,,,
2013-04-09 00:00:00,11:30:00,2013-04-09 00:00:00,11:31:00,"Delaware City, Delaware",RFC,Vandalism,,,2013,,,
2013-04-16 00:00:00,01:47:00,2013-04-18 00:00:00,15:25:00,California,WECC,"Loss of Part of a High Voltage Substation, Physical Attack",,0,2013,,,
2013-04-17 00:00:00,15:36:00,2013-04-17 00:00:00,16:53:00,"Colbert Steam Plant in Cherokee, Alabama",SERC,Suspected Physical Attack,Unknown,Unknown,2013,,,
2013-04-18 00:00:00,15:00:00,2013-04-21 00:00:00,03:30:00,"Southeast Michigan, Michigan",RFC,Severe Weather - Storms and Wind,Unknown,99188,2013,,,
2013-04-21 00:00:00,02:11:00,2013-04-21 00:00:00,12:30:00,East Tennessee,SERC,Suspected Physical Attack,,,2013,,,
2013-04-23 00:00:00,11:00:00,2013-04-23 00:00:00,11:01:00,"Newark, Delaware",RFC,Vandalism,Unknown,Unknown,2013,,,
2013-04-23 00:00:00,00:49:00,2013-04-23 00:00:00,04:04:00,"South of Humboldt, California",WECC,Electrical System Separation (Islanding),80,1,2013,,,
2013-04-25 00:00:00,16:00:00,2013-04-26 00:00:00,10:55:00,"Sunol, California",WECC,Vandalism,0,0,2013,,,
May,,,,,,,,,2013,,,
2013-05-01 00:00:00,09:22:00,2013-05-01 00:00:00,09:24:00,Northeast Colorado ,WECC,Electrical System Separation (Islanding),123,35230,2013,,,
2013-05-02 00:00:00,06:52:00,2013-05-02 00:00:00,10:07:00,Unknown,WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,
2013-05-09 00:00:00,13:21:00,2013-05-09 00:00:00,16:21:00,"Alberta, Canada; Washington State",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,
2013-05-13 00:00:00,12:52:00,Ongoing,Ongoing,Central California,WECC,Fuel Supply Emergency - Hydro,176,Unknown,2013,,,
2013-05-14 00:00:00,00:01:00,2013-05-14 00:00:00,13:59:00,"Portland, Oregon",WECC,Vandalism/Theft,,,2013,,,
2013-05-14 00:00:00,10:25:00,2013-05-14 00:00:00,11:42:00,New Hampshire,NPCC,Vandalism,,,2013,,,
2013-05-15 00:00:00,14:11:00,2013-05-15 00:00:00,14:12:00,"Wilmington, Delaware",RFC,Vandalism,Unknown,Unknown,2013,,,
2013-05-17 00:00:00,08:35:00,2013-05-17 00:00:00,08:36:00,"Newcastle, Delaware",RFC,Vandalism,Unknown,Unknown,2013,,,
2013-05-20 00:00:00,15:00:00,2013-05-22 00:00:00,17:00:00,"Moore, Oklahoma",SPP,Severe Weather - Tornados,Unknown,41306,2013,,,
2013-05-20 00:00:00,17:22:00,2013-05-20 00:00:00,21:09:00,Gonzales Area Louisiana,SERC,Generator Trip; Load Shed 100+ MW,103,21800,2013,,,
2013-05-22 00:00:00,10:51:00,2013-05-22 00:00:00,10:57:00,System wide Puerto Rico,,System Wide Voltage Reduction,280,197287,2013,,,
2013-05-28 00:00:00,13:00:00,2013-05-28 00:00:00,18:00:00,Maine,NPCC,Vandalism/Theft,,,2013,,,
2013-05-29 00:00:00,00:00:00,2013-05-29 00:00:00,00:02:00,"Henrico County, Virginia",SERC,Physical Attack,Unknown,Unknown,2013,,,
2013-05-29 00:00:00,20:58:00,2013-05-31 00:00:00,14:53:00,Central and Eastern New York,NPCC,Severe Weather - Thunderstorms,Unknown,61795,2013,,,
2013-05-29 00:00:00,09:52:00,2013-05-29 00:00:00,09:53:00,"Wilmington, Delaware",RFC,Vandalism/Theft,,,2013,,,
2013-05-30 00:00:00,10:15:00,2013-05-30 00:00:00,10:16:00,"Saranac, New York",NPCC,Vandalism,,,2013,,,
2013-05-31 00:00:00,01:00:00,2013-05-31 00:00:00,01:30:00,"Maumelle, Arkansas",SPP,Severe Weather - Lightning,,,2013,,,
2013-05-31 00:00:00,18:00:00,2013-06-04 00:00:00,10:30:00,"El Reno, S. Oklahoma City, Oklahoma",SPP,Severe Weather - Tornados,Unknown,127000,2013,,,
2013-05-31 00:00:00,19:07:00,2013-06-01 00:00:00,14:15:00,"Southeast Kansas, Northeast Oklahoma",MRO,Transmission System Interruption,102,6300,2013,,,
2013-05-31 00:00:00,19:30:00,2013-06-01 00:00:00,20:00:00,St. Louis Metro Area Missouri,SERC,Severe Weather - Thunderstorms,Unknown,100000,2013,,,
June,,,,,,,,,2013,,,
2013-06-03 00:00:00,12:50:00,2013-06-03 00:00:00,13:36:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,
2013-06-13 00:00:00,20:47:00,2013-06-14 00:00:00,22:47:00,Southern Company Territory,SERC,Severe Weather - Thunderstorms,550,165798,2013,,,
2013-06-13 00:00:00,15:30:00,2013-06-13 00:00:00,16:00:00,District of Columbia; Maryland,RFC,Loss of 300+ MW Load; Severe Weather - Thunderstorms,700,40000,2013,,,
2013-06-13 00:00:00,16:08:00,2013-06-14 00:00:00,17:16:00,"Richmond Metro area, Virginia",SERC,Severe Weather - Thunderstorms,900,283000,2013,,,
2013-06-13 00:00:00,13:17:00,2013-06-14 00:00:00,17:35:00,Western Piedmont North Carolina,SERC,Severe Weather - Thunderstorms,1000,175000,2013,,,
2013-06-13 00:00:00,17:45:00,2013-06-14 00:00:00,18:30:00,Central and Eastern North Carolina,SERC,Severe Weather - Thunderstorms,Unknown,53000,2013,,,
2013-06-13 00:00:00,15:20:00,2013-06-14 00:00:00,21:10:00,Ohio; Virginia; West Virginia,RFC; SERC,Severe Weather - Thunderstorms,Unknown,90247,2013,,,
2013-06-17 00:00:00,16:17:00,2013-06-17 00:00:00,18:49:00,Hillsborough County Florida,FRCC,Load Shed of 100+ MW Under Emergency Operational Policy,180,37,2013,,,
2013-06-18 00:00:00,15:51:00,2013-06-18 00:00:00,16:23:00,Wyoming,WECC,Electrical System Separation (Islanding),6,Unknown,2013,,,
2013-06-19 00:00:00,19:57:00,2013-06-19 00:00:00,20:09:00,"Alberta, Canada",WECC,Electrical System Separation (Islanding),Unknown,Unknown,2013,,,
2013-06-20 00:00:00,18:00:00,2013-06-21 00:00:00,10:00:00,"Richie Station (No. 123), Maryland",RFC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,
2013-06-21 00:00:00,08:31:00,2013-10-30 00:00:00,14:09:00,"Michigan, Iowa",MRO,Suspected Cyber Attack,Unknown,Unknown,2013,,,
2013-06-21 00:00:00,07:40:00,2013-06-21 00:00:00,12:14:00,Pahrump Nevada,WECC,Physical Attack; Vandalism & Sabotage,Unknown,1100,2013,,,
2013-06-21 00:00:00,03:00:00,2013-06-26 00:00:00,12:00:00,Minnesota,MRO,Severe Weather - Hailstorm,Unknown,193000,2013,,,
2013-06-21 00:00:00,23:14:00,2013-06-21 00:00:00,23:15:00,New Castle Delaware,RFC,Physical Attack; Vandalism  ,Unknown,Unknown,2013,,,
2013-06-21 00:00:00,17:39:00,2013-06-24 00:00:00,06:00:00,Minneapolis/St. Paul area Minnesota,MRO,Severe Weather - Hailstorm,Unknown,400000,2013,,,
2013-06-22 00:00:00,16:12:00,2013-06-22 00:00:00,17:45:00,Eastern Montana,WECC,Suspected Physical Attack,Unknown,Unknown,2013,,,
2013-06-22 00:00:00,04:59:00,2013-06-22 00:00:00,21:28:00,Medford Oregon,WECC,Physical Attack; Vandalism  ,,,2013,,,
2013-06-23 00:00:00,21:20:00,2013-06-24 00:00:00,01:35:00,Central Coast California,WECC,Severe Weather - Fog,Unknown,148000,2013,,,
2013-06-24 00:00:00,19:30:00,2013-06-25 00:00:00,17:46:00,Illinois,RFC,Severe Weather - Thunderstorms,Unknown,283451,2013,,,
2013-06-24 00:00:00,19:30:00,2013-06-26 00:00:00,17:00:00,Indiana,RFC,Severe Weather - Thunderstorms,Unknown,86615,2013,,,
2013-06-27 00:00:00,17:00:00,2013-06-28 00:00:00,00:00:00,South Eastern Michigan,RFC,Severe Weather - Thunderstorms,Unknown,138000,2013,,,
2013-06-27 00:00:00,01:10:00,2013-06-27 00:00:00,02:45:00,"Richie Substation,Seat Pleasant, Maryland",RFC,Physical Attack; Vandalism  ,Unknown,Unknown,2013,,,
2013-06-28 00:00:00,18:02:00,2013-06-28 00:00:00,20:46:00,"Los Angeles and Orange Counties, California",WECC,Equipment Failure,240,65255,2013,,,
2013-06-28 00:00:00,13:00:00,2013-06-28 00:00:00,13:01:00,Vermont,NPCC,Physical Attack; Vandalism  ,Unknown,Unknown,2013,,,
2013-06-28 00:00:00,17:14:00,2013-06-28 00:00:00,17:15:00,New Castle Delaware,RFC,Physical Attack; Vandalism  ,Unknown,Unknown,2013,,,
July,,,,,,,,,2013,,,
2013-07-02 00:00:00,14:20:00,2013-07-05 00:00:00,15:30:00,"Alberta, Canada",WECC,Load Shed 100+MW,200,Unknown,2013,,,
2013-07-03 00:00:00,09:34:00,2013-07-03 00:00:00,10:52:00,Sacramento California,WECC,Suspected Physical Attack,0,0,2013,,,
2013-07-03 00:00:00,12:04:00,2013-07-03 00:00:00,12:48:00,System-wide Puerto Rico,,Voltage Reduction; Line and Generator Trip,480,393000,2013,,,
2013-07-05 00:00:00,00:05:00,2013-07-05 00:00:00,01:51:00,California,WECC,Physical Attack; Vandalism,Unknown,2500,2013,,,
2013-07-10 00:00:00,14:30:00,2013-07-10 00:00:00,14:45:00,"Boston, Massachusetts",NPCC,Physical Attack; Copper Theft,0,0,2013,,,
2013-07-10 00:00:00,17:30:00,2013-07-11 00:00:00,20:00:00,AEP Ohio Power Footprint,RFC,Severe Weather - Thunderstorms,,122314,2013,,,
2013-07-11 00:00:00,23:20:00,2013-07-14 00:00:00,15:22:00,Arizona,WECC,Physical Attack; Vandalism,455,Unknown,2013,,,
2013-07-12 00:00:00,10:00:00,2013-07-12 00:00:00,10:01:00,Washington,WECC,Physical Attack; Vandalism,Unknown,Unknown,2013,,,
2013-07-17 00:00:00,15:30:00,2013-07-19 00:00:00,06:45:00,"Holtsville, New York",NPCC,Fuel Supply Emergency (Natural Gas),417,Unknown,2013,,,
2013-07-18 00:00:00,03:15:00,2013-07-18 00:00:00,03:59:00,Utah,WECC,Physical Attack; Vandalism   ,,,2013,,,
2013-07-18 00:00:00,11:30:00,2013-07-19 00:00:00,17:30:00,Upstate New York,NPCC,Public Appeal - Heatwave,Unknown,Unknown,2013,,,
2013-07-18 00:00:00,23:45:00,2013-07-19 00:00:00,10:05:00,Southern Orange County California,WECC,Equipment Failure,200,123000,2013,,,
2013-07-19 00:00:00,18:00:00,2013-07-20 00:00:00,09:00:00,Michigan,RFC,Severe Weather - Thunderstorms,Unknown,156627,2013,,,
2013-07-19 00:00:00,22:30:00,2013-07-21 00:00:00,20:00:00,New York,NPCC,Severe Weather - Thunderstorms,Unknown,74300,2013,,,
2013-07-22 00:00:00,07:00:00,2013-07-22 00:00:00,15:00:00,California,WECC,Physical Attack; Vandalism,Unknown,Unknown,2013,,,
2013-07-23 00:00:00,23:38:00,2013-07-25 00:00:00,04:30:00,"Tulsa, Oklahoma",SPP,Severe Weather - Thunderstorms,500,92748,2013,,,
2013-07-25 00:00:00,13:10:00,2013-07-25 00:00:00,13:15:00,"Polk Substation, Tacoma Washington",WECC,Physical Attack; Vandalism,,,2013,,,
August,,,,,,,,,2013,,,
2013-08-01 00:00:00,11:00:00,2013-08-01 00:00:00,16:00:00,"Newburgh, New York",NPCC,Physical Attack; Copper Theft,,,2013,,,
2013-08-01 00:00:00,18:54:00,2013-08-01 00:00:00,19:37:00,Western British Columbia,WECC,Electrical System Separation (Islanding,420,Unknown,2013,,,
2013-08-01 00:00:00,23:19:00,2013-08-02 00:00:00,00:49:00,Daytona Beach Florida,FRCC,Loss of 300+ MW Load,297,104498,2013,,,
2013-08-04 00:00:00,03:00:00,2013-08-04 00:00:00,04:00:00,Utah,WECC,Physical Attack; Vandalism,,,2013,,,
2013-08-05 00:00:00,18:35:00,2013-08-05 00:00:00,18:45:00,"Vancouver, British Columbia",WECC,Electrical System Separation (Islanding); Severe Weather,Unknown,Unknown,2013,,,
2013-08-06 00:00:00,16:00:00,2013-08-06 00:00:00,17:32:00,"Holloman Air Force Base, New Mexico",WECC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,
2013-08-07 00:00:00,07:30:00,2013-08-07 00:00:00,09:14:00,"Green Bay, Wisconsin",MRO,Fuel Supply Emergency (Natural Gas & Fuel Oil),Unknown,Unknown,2013,,,
2013-08-07 00:00:00,14:30:00,2013-08-08 00:00:00,13:00:00,"Arlington, Oregon",WECC,Physcial Attack; Vandalism,Unknown,Unknown,2013,,,
2013-08-07 00:00:00,00:15:00,2013-08-07 00:00:00,21:27:00,Eastern Central Wisconsin,MRO,Severe Weather - Thunderstorms,220,51160,2013,,,
2013-08-12 00:00:00,11:55:00,2013-08-12 00:00:00,11:59:00,"Portland, Oregon",WECC,Suspicious Activity,Unknown,Unknown,2013,,,
2013-08-16 00:00:00,16:58:00,2013-08-17 00:00:00,23:58:00,Houston Service Area Texas,TRE,Severe Weather - Thunderstorms,Unknown,219681,2013,,,
